	signal	signal_dt	position	entry_price	entry_dt	exit_price	exit_dt	exit_method
19	L	2024-01-31 12:00:00-06:00	18.0	5030.0	2024-01-31 13:00:00-06:00	5027.25	2024-01-31 13:00:00-06:00	Stop Loss
20	L	2024-01-31 13:35:00-06:00	4.0	5032.5	2024-01-31 13:50:00-06:00	5021.25	2024-01-31 14:00:00-06:00	Stop Loss
21	L	2024-02-05 04:20:00-06:00	20.0	5090.0	2024-02-05 07:35:00-06:00	5087.5	2024-02-05 07:55:00-06:00	Stop Loss
22	S	2024-02-05 12:25:00-06:00	-11.0	5090.5	2024-02-05 12:35:00-06:00	5095.0	2024-02-05 13:25:00-06:00	Stop Loss
23	L	2024-02-07 02:55:00-06:00	29.0	5096.5	2024-02-07 03:05:00-06:00	5100.0	2024-02-07 03:25:00-06:00	Profit Target
24	S	2024-02-08 13:05:00-06:00	-12.0	5135.75	2024-02-08 13:10:00-06:00	5139.75	2024-02-08 14:00:00-06:00	Stop Loss
25	L	2024-02-08 18:00:00-06:00	9.0	5140.25	2024-02-08 18:05:00-06:00	5151.25	2024-02-09 07:30:00-06:00	Profit Target
26	L	2024-02-15 11:15:00-06:00	8.0	5143.5	2024-02-16 08:55:00-06:00	5137.5	2024-02-16 09:00:00-06:00	Stop Loss
27	L	2024-02-16 09:35:00-06:00	10.0	5150.25	2024-02-16 13:45:00-06:00	5160.75	2024-02-16 13:45:00-06:00	Profit Target
28	L	2024-02-18 17:00:00-06:00	40.0	5138.0	2024-02-19 17:50:00-06:00	5136.75	2024-02-19 18:20:00-06:00	Stop Loss
29	L	2024-02-19 19:15:00-06:00	13.0	5138.75	2024-02-19 19:30:00-06:00	5135.0	2024-02-19 19:40:00-06:00	Stop Loss
30	S	2024-02-20 07:20:00-06:00	-33.0	5129.75	2024-02-20 07:40:00-06:00	5131.25	2024-02-20 07:40:00-06:00	Stop Loss
31	L	2024-02-20 09:50:00-06:00	10.0	5110.75	2024-02-20 10:30:00-06:00	5105.75	2024-02-20 10:55:00-06:00	Stop Loss
32	L	2024-02-20 12:20:00-06:00	6.0	5101.5	2024-02-20 12:25:00-06:00	5113.25	2024-02-20 15:55:00-06:00	EOD
33	S	2024-02-21 11:05:00-06:00	-13.0	5107.0	2024-02-21 13:00:00-06:00	5099.5	2024-02-21 13:00:00-06:00	Profit Target
34	S	2024-02-22 03:20:00-06:00	-15.0	5178.0	2024-02-22 04:35:00-06:00	5181.25	2024-02-22 05:10:00-06:00	Stop Loss
35	S	2024-02-22 07:00:00-06:00	-12.0	5187.25	2024-02-22 07:35:00-06:00	5178.75	2024-02-22 08:30:00-06:00	Profit Target
36	L	2024-02-23 12:10:00-06:00	8.0	5222.5	2024-02-23 13:20:00-06:00	5218.5	2024-02-23 15:55:00-06:00	EOD
37	L	2024-02-26 10:50:00-06:00	11.0	5218.75	2024-02-26 11:00:00-06:00	5214.25	2024-02-26 12:00:00-06:00	Stop Loss
38	L	2024-02-27 03:00:00-06:00	25.0	5202.25	2024-02-27 08:35:00-06:00	5206.25	2024-02-27 08:35:00-06:00	Profit Target
39	L	2024-02-29 05:05:00-06:00	5.0	5193.0	2024-02-29 05:15:00-06:00	5211.5	2024-02-29 07:35:00-06:00	Profit Target
40	S	2024-02-29 09:10:00-06:00	-11.0	5224.5	2024-02-29 14:30:00-06:00	5229.0	2024-02-29 14:45:00-06:00	Stop Loss
41	S	2024-02-29 17:20:00-06:00	-15.0	5224.5	2024-02-29 18:15:00-06:00	5227.75	2024-02-29 19:00:00-06:00	Stop Loss
42	S	2024-03-01 04:00:00-06:00	-33.0	5235.0	2024-03-01 08:30:00-06:00	5232.0	2024-03-01 08:30:00-06:00	Profit Target
43	S	2024-03-04 10:20:00-06:00	-29.0	5266.75	2024-03-04 10:50:00-06:00	5268.5	2024-03-04 11:15:00-06:00	Stop Loss
44	S	2024-03-12 03:10:00-05:00	-10.0	5265.75	2024-03-12 07:30:00-05:00	5255.25	2024-03-12 07:30:00-05:00	Profit Target
45	S	2024-03-12 08:35:00-05:00	-9.0	5277.5	2024-03-12 09:20:00-05:00	5283.25	2024-03-12 09:25:00-05:00	Stop Loss
46	L	2024-03-13 05:40:00-05:00	20.0	5302.0	2024-03-13 07:15:00-05:00	5299.5	2024-03-13 07:30:00-05:00	Stop Loss
47	L	2024-03-13 09:40:00-05:00	11.0	5295.5	2024-03-13 09:50:00-05:00	5304.5	2024-03-13 12:00:00-05:00	Profit Target
48	S	2024-03-13 13:55:00-05:00	-8.0	5302.0	2024-03-13 14:15:00-05:00	5289.5	2024-03-13 14:25:00-05:00	Profit Target
49	S	2024-03-13 21:55:00-05:00	-33.0	5300.75	2024-03-13 23:50:00-05:00	5302.25	2024-03-14 00:35:00-05:00	Stop Loss
50	S	2024-03-14 02:10:00-05:00	-17.0	5302.25	2024-03-14 02:15:00-05:00	5305.25	2024-03-14 02:30:00-05:00	Stop Loss
51	S	2024-03-14 05:45:00-05:00	-67.0	5312.75	2024-03-14 06:15:00-05:00	5313.5	2024-03-14 06:15:00-05:00	Stop Loss
52	L	2024-03-14 13:10:00-05:00	7.0	5266.25	2024-03-14 14:00:00-05:00	5259.0	2024-03-14 14:05:00-05:00	Stop Loss
53	L	2024-03-26 09:55:00-05:00	11.0	5351.25	2024-03-26 10:35:00-05:00	5346.75	2024-03-26 12:45:00-05:00	Stop Loss
54	S	2024-03-27 06:50:00-05:00	-29.0	5349.25	2024-03-27 07:35:00-05:00	5351.0	2024-03-27 07:55:00-05:00	Stop Loss
55	S	2024-03-28 04:15:00-05:00	-22.0	5367.0	2024-03-28 05:00:00-05:00	5369.25	2024-03-28 05:25:00-05:00	Stop Loss
56	L	2024-03-28 13:10:00-05:00	14.0	5370.75	2024-03-28 13:40:00-05:00	5377.75	2024-03-28 13:55:00-05:00	Profit Target
57	L	2024-04-02 10:10:00-05:00	14.0	5303.75	2024-04-02 10:50:00-05:00	5310.75	2024-04-02 11:45:00-05:00	Profit Target
58	L	2024-04-03 15:45:00-05:00	4.0	5323.0	2024-04-04 13:15:00-05:00	5310.5	2024-04-04 13:25:00-05:00	Stop Loss
59	L	2024-04-04 21:45:00-05:00	6.0	5262.25	2024-04-04 22:00:00-05:00	5279.25	2024-04-05 06:35:00-05:00	Profit Target
60	L	2024-04-05 07:40:00-05:00	2.0	5279.5	2024-04-05 07:45:00-05:00	5323.0	2024-04-05 10:55:00-05:00	Profit Target
61	S	2024-04-08 05:10:00-05:00	-20.0	5311.5	2024-04-08 05:20:00-05:00	5314.0	2024-04-08 05:55:00-05:00	Stop Loss
62	L	2024-04-08 09:20:00-05:00	6.0	5317.75	2024-04-08 10:35:00-05:00	5308.75	2024-04-08 11:20:00-05:00	Stop Loss
63	S	2024-04-09 00:30:00-05:00	-50.0	5320.25	2024-04-09 01:30:00-05:00	5318.25	2024-04-09 01:40:00-05:00	Profit Target
64	S	2024-04-09 05:25:00-05:00	-29.0	5319.0	2024-04-09 06:10:00-05:00	5315.5	2024-04-09 06:10:00-05:00	Profit Target
65	S	2024-04-09 15:45:00-05:00	-4.0	5321.5	2024-04-09 15:50:00-05:00	5327.75	2024-04-09 15:55:00-05:00	EOD
66	L	2024-04-10 08:40:00-05:00	8.0	5248.0	2024-04-10 12:05:00-05:00	5260.0	2024-04-10 12:15:00-05:00	Profit Target
67	L	2024-04-11 10:45:00-05:00	5.0	5254.5	2024-04-12 09:35:00-05:00	5244.0	2024-04-12 09:50:00-05:00	Stop Loss
68	L	2024-04-12 10:15:00-05:00	7.0	5249.25	2024-04-12 11:10:00-05:00	5242.0	2024-04-12 11:15:00-05:00	Stop Loss
69	L	2024-04-14 17:05:00-05:00	6.0	5220.25	2024-04-15 11:35:00-05:00	5212.25	2024-04-15 12:15:00-05:00	Stop Loss
70	S	2024-04-16 04:20:00-05:00	-20.0	5163.25	2024-04-16 04:25:00-05:00	5158.25	2024-04-16 04:25:00-05:00	Profit Target
71	L	2024-04-16 10:20:00-05:00	5.0	5153.0	2024-04-16 12:30:00-05:00	5143.75	2024-04-16 12:30:00-05:00	Stop Loss
72	S	2024-04-19 08:10:00-05:00	-7.0	5111.5	2024-04-19 08:30:00-05:00	5118.75	2024-04-19 08:45:00-05:00	Stop Loss
73	L	2024-04-22 04:00:00-05:00	22.0	5080.5	2024-04-22 09:20:00-05:00	5085.0	2024-04-22 09:20:00-05:00	Profit Target
74	S	2024-04-23 13:50:00-05:00	-22.0	5172.75	2024-04-23 15:00:00-05:00	5168.25	2024-04-23 15:00:00-05:00	Profit Target
75	S	2024-04-24 13:30:00-05:00	-10.0	5173.75	2024-04-24 14:25:00-05:00	5163.75	2024-04-24 15:05:00-05:00	Profit Target
76	S	2024-04-25 05:10:00-05:00	-22.0	5142.5	2024-04-25 07:30:00-05:00	5138.0	2024-04-25 07:30:00-05:00	Profit Target
77	L	2024-04-29 10:55:00-05:00	20.0	5201.25	2024-04-29 13:30:00-05:00	5198.75	2024-04-29 13:30:00-05:00	Stop Loss
78	L	2024-04-30 07:15:00-05:00	18.0	5205.5	2024-04-30 07:25:00-05:00	5202.75	2024-04-30 07:30:00-05:00	Stop Loss
79	L	2024-05-01 06:05:00-05:00	15.0	5103.25	2024-05-02 09:05:00-05:00	5100.0	2024-05-02 09:05:00-05:00	Stop Loss
80	L	2024-05-02 10:05:00-05:00	3.0	5118.25	2024-05-02 10:30:00-05:00	5157.75	2024-05-02 13:50:00-05:00	Profit Target
81	S	2024-05-03 04:15:00-05:00	-20.0	5169.25	2024-05-03 04:20:00-05:00	5171.75	2024-05-03 04:35:00-05:00	Stop Loss
82	S	2024-05-07 00:55:00-05:00	-50.0	5270.5	2024-05-07 01:05:00-05:00	5268.5	2024-05-07 01:30:00-05:00	Profit Target
83	L	2024-05-07 06:55:00-05:00	50.0	5268.25	2024-05-07 13:30:00-05:00	5270.25	2024-05-07 13:30:00-05:00	Profit Target
84	L	2024-05-07 14:05:00-05:00	10.0	5274.25	2024-05-07 14:10:00-05:00	5274.25	2024-05-07 15:55:00-05:00	EOD
85	L	2024-05-08 04:40:00-05:00	33.0	5274.75	2024-05-08 05:00:00-05:00	5273.25	2024-05-08 05:10:00-05:00	Stop Loss
86	S	2024-05-08 11:35:00-05:00	-8.0	5273.25	2024-05-08 12:55:00-05:00	5272.25	2024-05-08 15:55:00-05:00	EOD
87	S	2024-05-09 19:00:00-05:00	-25.0	5306.25	2024-05-09 19:05:00-05:00	5308.25	2024-05-10 01:20:00-05:00	Stop Loss
88	S	2024-05-13 07:15:00-05:00	-50.0	5321.25	2024-05-13 07:40:00-05:00	5322.25	2024-05-13 07:40:00-05:00	Stop Loss
89	L	2024-05-15 00:55:00-05:00	50.0	5334.75	2024-05-15 01:00:00-05:00	5336.75	2024-05-15 01:10:00-05:00	Profit Target
90	S	2024-05-15 08:50:00-05:00	-7.0	5358.5	2024-05-15 09:00:00-05:00	5365.5	2024-05-15 09:30:00-05:00	Stop Loss
91	L	2024-05-17 09:25:00-05:00	11.0	5382.75	2024-05-17 10:00:00-05:00	5378.0	2024-05-17 10:35:00-05:00	Stop Loss
92	L	2024-05-20 15:50:00-05:00	11.0	5394.25	2024-05-20 15:55:00-05:00	5394.0	2024-05-20 15:55:00-05:00	EOD
93	S	2024-05-21 07:20:00-05:00	-50.0	5395.5	2024-05-21 09:30:00-05:00	5396.5	2024-05-21 09:30:00-05:00	Stop Loss
94	L	2024-05-21 12:25:00-05:00	12.0	5394.5	2024-05-22 12:35:00-05:00	5390.25	2024-05-22 12:40:00-05:00	Stop Loss
95	S	2024-05-22 19:40:00-05:00	-12.0	5400.5	2024-05-22 19:45:00-05:00	5404.5	2024-05-22 20:25:00-05:00	Stop Loss
96	S	2024-05-26 18:00:00-05:00	-40.0	5385.25	2024-05-27 01:40:00-05:00	5382.75	2024-05-27 02:00:00-05:00	Profit Target
97	L	2024-05-28 07:05:00-05:00	14.0	5390.5	2024-05-28 07:15:00-05:00	5387.0	2024-05-28 07:45:00-05:00	Stop Loss
98	L	2024-05-28 09:45:00-05:00	7.0	5385.75	2024-05-28 10:00:00-05:00	5378.25	2024-05-28 12:50:00-05:00	Stop Loss
99	L	2024-05-29 05:10:00-05:00	22.0	5353.25	2024-05-29 05:45:00-05:00	5351.0	2024-05-29 06:15:00-05:00	Stop Loss
100	S	2024-05-31 08:50:00-05:00	-8.0	5328.5	2024-05-31 14:45:00-05:00	5334.5	2024-05-31 14:50:00-05:00	Stop Loss
101	S	2024-06-02 20:10:00-05:00	-1.0	5364.0	2024-06-02 20:15:00-05:00	5362.5	2024-06-03 15:55:00-05:00	EOD
102	S	2024-06-04 00:30:00-05:00	0.0	5362.25	2024-06-04 13:15:00-05:00	5362.25	2024-06-04 13:15:00-05:00	Stop Loss
103	S	2024-06-04 17:05:00-05:00	-8.0	5365.75	2024-06-04 17:15:00-05:00	5372.25	2024-06-04 18:05:00-05:00	Stop Loss
104	S	2024-06-04 19:50:00-05:00	-67.0	5373.25	2024-06-04 20:45:00-05:00	5374.0	2024-06-04 20:45:00-05:00	Stop Loss
105	L	2024-06-05 02:50:00-05:00	33.0	5369.5	2024-06-05 03:20:00-05:00	5372.5	2024-06-05 03:30:00-05:00	Profit Target
106	S	2024-06-05 09:00:00-05:00	-14.0	5381.75	2024-06-05 09:20:00-05:00	5385.25	2024-06-05 09:25:00-05:00	Stop Loss
107	S	2024-06-06 13:00:00-05:00	-18.0	5423.75	2024-06-06 13:45:00-05:00	5426.5	2024-06-06 13:50:00-05:00	Stop Loss
108	L	2024-06-13 01:30:00-05:00	29.0	5501.75	2024-06-13 03:10:00-05:00	5500.0	2024-06-13 03:45:00-05:00	Stop Loss
109	S	2024-06-13 15:35:00-05:00	-5.0	5500.75	2024-06-13 15:55:00-05:00	5501.0	2024-06-13 15:55:00-05:00	EOD
110	L	2024-06-18 07:05:00-05:00	40.0	5545.5	2024-06-18 07:30:00-05:00	5544.25	2024-06-18 07:30:00-05:00	Stop Loss
111	L	2024-06-18 12:20:00-05:00	25.0	5547.75	2024-06-18 13:00:00-05:00	5551.75	2024-06-18 13:00:00-05:00	Profit Target
112	L	2024-06-24 08:50:00-05:00	6.0	5533.75	2024-06-24 12:05:00-05:00	5525.75	2024-06-24 12:30:00-05:00	Stop Loss
113	L	2024-06-25 10:15:00-05:00	12.0	5521.5	2024-06-25 11:20:00-05:00	5517.5	2024-06-25 11:35:00-05:00	Stop Loss
114	S	2024-06-26 01:55:00-05:00	-33.0	5544.25	2024-06-26 02:20:00-05:00	5545.75	2024-06-26 02:20:00-05:00	Stop Loss
115	L	2024-06-26 09:20:00-05:00	12.0	5524.5	2024-06-26 09:25:00-05:00	5532.5	2024-06-26 09:25:00-05:00	Profit Target
116	L	2024-06-26 21:00:00-05:00	17.0	5523.75	2024-06-26 22:00:00-05:00	5529.75	2024-06-27 00:30:00-05:00	Profit Target
117	S	2024-06-27 03:15:00-05:00	-33.0	5534.25	2024-06-27 04:10:00-05:00	5535.75	2024-06-27 04:35:00-05:00	Stop Loss
118	L	2024-06-30 17:25:00-05:00	7.0	5529.75	2024-06-30 18:15:00-05:00	5523.0	2024-07-01 04:05:00-05:00	Stop Loss
119	L	2024-07-01 05:00:00-05:00	12.0	5526.25	2024-07-01 08:45:00-05:00	5522.25	2024-07-01 08:50:00-05:00	Stop Loss
120	S	2024-07-01 14:25:00-05:00	-15.0	5534.25	2024-07-01 14:50:00-05:00	5537.5	2024-07-01 14:55:00-05:00	Stop Loss
121	S	2024-07-03 02:05:00-05:00	-50.0	5565.25	2024-07-03 02:10:00-05:00	5563.25	2024-07-03 02:10:00-05:00	Profit Target
122	L	2024-07-03 03:35:00-05:00	29.0	5565.75	2024-07-03 07:05:00-05:00	5564.0	2024-07-03 07:10:00-05:00	Stop Loss
123	L	2024-07-05 06:25:00-05:00	25.0	5591.75	2024-07-05 06:30:00-05:00	5589.75	2024-07-05 06:35:00-05:00	Stop Loss
124	L	2024-07-05 07:30:00-05:00	2.0	5605.0	2024-07-05 07:35:00-05:00	5615.0	2024-07-05 15:55:00-05:00	EOD
125	L	2024-07-09 12:00:00-05:00	12.0	5639.0	2024-07-09 12:15:00-05:00	5634.75	2024-07-09 12:15:00-05:00	Stop Loss
126	L	2024-07-11 14:00:00-05:00	9.0	5635.75	2024-07-11 14:55:00-05:00	5640.0	2024-07-11 15:55:00-05:00	EOD
127	L	2024-07-12 06:30:00-05:00	18.0	5640.0	2024-07-12 06:45:00-05:00	5637.25	2024-07-12 07:30:00-05:00	Stop Loss
128	L	2024-07-12 07:45:00-05:00	6.0	5643.25	2024-07-12 08:00:00-05:00	5658.75	2024-07-12 08:55:00-05:00	Profit Target
129	S	2024-07-12 10:55:00-05:00	-18.0	5685.75	2024-07-12 11:55:00-05:00	5688.5	2024-07-12 12:10:00-05:00	Stop Loss
130	S	2024-07-16 06:20:00-05:00	-25.0	5690.25	2024-07-16 06:25:00-05:00	5692.25	2024-07-16 06:35:00-05:00	Stop Loss
