	signal	signal_dt	position	entry_price	entry_dt	exit_price	exit_dt	exit_method
28	L	2024-03-11 10:15:00-05:00	7.0	2257.1	2024-03-11 10:30:00-05:00	2257.1	2024-03-11 15:55:00-05:00	EOD
29	L	2024-03-12 07:35:00-05:00	3.0	2250.2	2024-03-12 07:50:00-05:00	2233.9	2024-03-12 08:05:00-05:00	Stop Loss
30	S	2024-03-14 10:10:00-05:00	-16.0	2239.5	2024-03-14 19:00:00-05:00	2242.7	2024-03-14 19:00:00-05:00	Stop Loss
31	L	2024-03-18 18:50:00-05:00	83.0	2232.4999999999995	2024-03-18 19:50:00-05:00	2231.8999999999996	2024-03-18 20:00:00-05:00	Stop Loss
32	L	2024-03-19 03:50:00-05:00	19.0	2220.7999999999997	2024-03-19 09:05:00-05:00	2225.9999999999995	2024-03-19 09:45:00-05:00	Profit Target
33	L	2024-03-20 00:40:00-05:00	100.0	2227.8999999999996	2024-03-20 01:00:00-05:00	2227.3999999999996	2024-03-20 01:20:00-05:00	Stop Loss
34	S	2024-03-20 13:30:00-05:00	-9.0	2238.7	2024-03-20 13:35:00-05:00	2244.3999999999996	2024-03-20 13:40:00-05:00	Stop Loss
35	L	2024-03-22 13:05:00-05:00	15.0	2229.8999999999996	2024-03-22 13:10:00-05:00	2234.4999999999995	2024-03-22 15:55:00-05:00	EOD
36	S	2024-03-24 21:55:00-05:00	-25.0	2245.6	2024-03-25 07:30:00-05:00	2247.6	2024-03-25 08:40:00-05:00	Stop Loss
37	L	2024-03-26 22:10:00-05:00	15.0	2243.3999999999996	2024-03-27 00:10:00-05:00	2250.2	2024-03-27 04:40:00-05:00	Profit Target
38	L	2024-04-02 08:35:00-05:00	17.0	2322.7999999999997	2024-04-02 10:00:00-05:00	2319.8999999999996	2024-04-02 10:30:00-05:00	Stop Loss
39	S	2024-04-04 02:50:00-05:00	-42.0	2362.6	2024-04-04 09:25:00-05:00	2363.7999999999997	2024-04-04 09:25:00-05:00	Stop Loss
40	S	2024-04-08 17:00:00-05:00	-29.0	2405.8999999999996	2024-04-08 19:05:00-05:00	2407.6	2024-04-08 20:10:00-05:00	Stop Loss
41	L	2024-04-08 21:45:00-05:00	15.0	2406.4999999999995	2024-04-09 10:50:00-05:00	2413.099999999999	2024-04-09 12:40:00-05:00	Profit Target
42	L	2024-04-10 05:35:00-05:00	18.0	2412.1	2024-04-10 05:55:00-05:00	2409.2999999999997	2024-04-10 07:30:00-05:00	Stop Loss
43	S	2024-04-11 09:15:00-05:00	-19.0	2408.7999999999997	2024-04-11 10:40:00-05:00	2411.4999999999995	2024-04-11 11:40:00-05:00	Stop Loss
44	L	2024-04-12 14:20:00-05:00	10.0	2401.9999999999995	2024-04-12 14:30:00-05:00	2406.4999999999995	2024-04-12 15:55:00-05:00	EOD
45	S	2024-04-16 12:50:00-05:00	-20.0	2458.6	2024-04-16 13:05:00-05:00	2453.6	2024-04-16 13:05:00-05:00	Profit Target
46	L	2024-04-17 01:45:00-05:00	19.0	2437.9999999999995	2024-04-17 11:30:00-05:00	2435.2999999999997	2024-04-17 11:30:00-05:00	Stop Loss
47	L	2024-04-17 12:30:00-05:00	8.0	2429.2999999999997	2024-04-17 15:50:00-05:00	2422.7999999999997	2024-04-17 15:50:00-05:00	Stop Loss
48	S	2024-04-18 08:35:00-05:00	-10.0	2449.2999999999997	2024-04-18 11:35:00-05:00	2439.2999999999997	2024-04-18 14:25:00-05:00	Profit Target
49	L	2024-04-19 01:55:00-05:00	12.0	2443.2999999999997	2024-04-19 03:05:00-05:00	2439.2999999999997	2024-04-19 03:25:00-05:00	Stop Loss
50	L	2024-04-22 02:35:00-05:00	6.0	2420.1	2024-04-22 02:40:00-05:00	2411.4999999999995	2024-04-22 06:05:00-05:00	Stop Loss
51	L	2024-04-22 20:05:00-05:00	18.0	2392.2999999999997	2024-04-22 20:20:00-05:00	2389.4999999999995	2024-04-22 20:25:00-05:00	Stop Loss
52	S	2024-04-23 09:35:00-05:00	-9.0	2386.2999999999997	2024-04-23 11:10:00-05:00	2381.9999999999995	2024-04-23 15:55:00-05:00	EOD
53	L	2024-04-24 19:15:00-05:00	33.0	2374.4999999999995	2024-04-24 20:10:00-05:00	2377.4999999999995	2024-04-24 20:25:00-05:00	Profit Target
54	L	2024-04-24 23:45:00-05:00	4.0	2375.4999999999995	2024-04-24 23:50:00-05:00	2401.099999999999	2024-04-25 09:35:00-05:00	Profit Target
55	L	2024-04-26 10:40:00-05:00	9.0	2391.7999999999997	2024-04-26 11:35:00-05:00	2395.8999999999996	2024-04-26 15:55:00-05:00	EOD
56	S	2024-04-29 04:00:00-05:00	-22.0	2396.9999999999995	2024-04-29 04:05:00-05:00	2399.2999999999997	2024-04-29 04:45:00-05:00	Stop Loss
57	L	2024-04-29 09:05:00-05:00	9.0	2388.7999999999997	2024-04-29 21:10:00-05:00	2383.1	2024-04-29 23:30:00-05:00	Stop Loss
58	L	2024-04-30 05:25:00-05:00	19.0	2370.2999999999997	2024-04-30 06:05:00-05:00	2367.7	2024-04-30 06:45:00-05:00	Stop Loss
59	L	2024-04-30 08:45:00-05:00	26.0	2361.2999999999997	2024-04-30 09:05:00-05:00	2359.3999999999996	2024-04-30 09:05:00-05:00	Stop Loss
60	L	2024-05-01 00:05:00-05:00	17.0	2342.2	2024-05-01 00:15:00-05:00	2348.0	2024-05-01 04:45:00-05:00	Profit Target
61	L	2024-05-02 09:15:00-05:00	12.0	2344.7	2024-05-03 08:30:00-05:00	2340.6	2024-05-03 08:30:00-05:00	Stop Loss
62	S	2024-05-06 03:35:00-05:00	-24.0	2377.2999999999997	2024-05-06 04:55:00-05:00	2373.1	2024-05-06 06:40:00-05:00	Profit Target
63	L	2024-05-06 10:25:00-05:00	6.0	2381.7999999999997	2024-05-06 10:30:00-05:00	2373.8999999999996	2024-05-06 11:30:00-05:00	Stop Loss
64	L	2024-05-07 05:50:00-05:00	8.0	2372.6	2024-05-07 05:55:00-05:00	2366.2999999999997	2024-05-07 07:00:00-05:00	Stop Loss
65	S	2024-05-08 06:15:00-05:00	-17.0	2369.3999999999996	2024-05-08 06:20:00-05:00	2372.2999999999997	2024-05-08 07:00:00-05:00	Stop Loss
66	L	2024-05-08 17:00:00-05:00	24.0	2363.6	2024-05-08 17:05:00-05:00	2361.4999999999995	2024-05-08 18:50:00-05:00	Stop Loss
67	L	2024-05-13 01:00:00-05:00	29.0	2405.2	2024-05-13 01:05:00-05:00	2403.4999999999995	2024-05-13 01:10:00-05:00	Stop Loss
68	L	2024-05-13 14:40:00-05:00	16.0	2386.9999999999995	2024-05-13 19:40:00-05:00	2393.1999999999994	2024-05-13 20:20:00-05:00	Profit Target
69	S	2024-05-13 23:30:00-05:00	-50.0	2395.7999999999997	2024-05-13 23:35:00-05:00	2396.7999999999997	2024-05-13 23:45:00-05:00	Stop Loss
70	L	2024-05-14 03:40:00-05:00	26.0	2389.7999999999997	2024-05-14 07:30:00-05:00	2393.6	2024-05-14 07:30:00-05:00	Profit Target
71	S	2024-05-14 13:55:00-05:00	-38.0	2410.2	2024-05-14 15:55:00-05:00	2409.7999999999997	2024-05-14 15:55:00-05:00	EOD
72	L	2024-05-14 20:25:00-05:00	42.0	2407.9999999999995	2024-05-15 08:50:00-05:00	2406.7999999999997	2024-05-15 08:50:00-05:00	Stop Loss
73	L	2024-05-15 22:30:00-05:00	36.0	2439.1	2024-05-15 22:45:00-05:00	2441.9	2024-05-15 23:35:00-05:00	Profit Target
74	L	2024-05-17 06:15:00-05:00	36.0	2437.9999999999995	2024-05-17 06:40:00-05:00	2440.799999999999	2024-05-17 06:55:00-05:00	Profit Target
75	S	2024-05-17 07:35:00-05:00	-16.0	2438.6	2024-05-17 07:40:00-05:00	2441.7999999999997	2024-05-17 07:40:00-05:00	Stop Loss
76	L	2024-05-20 04:00:00-05:00	9.0	2488.3999999999996	2024-05-20 05:35:00-05:00	2482.8999999999996	2024-05-20 06:25:00-05:00	Stop Loss
77	L	2024-05-20 09:55:00-05:00	5.0	2467.4999999999995	2024-05-20 21:10:00-05:00	2458.2	2024-05-20 22:20:00-05:00	Stop Loss
78	S	2024-05-21 20:30:00-05:00	-29.0	2472.2999999999997	2024-05-21 20:45:00-05:00	2473.9999999999995	2024-05-21 21:00:00-05:00	Stop Loss
79	L	2024-05-21 23:20:00-05:00	31.0	2464.1	2024-05-21 23:45:00-05:00	2462.4999999999995	2024-05-21 23:50:00-05:00	Stop Loss
80	L	2024-05-22 07:20:00-05:00	12.0	2459.2	2024-05-22 08:05:00-05:00	2455.2	2024-05-22 09:05:00-05:00	Stop Loss
81	L	2024-05-22 11:05:00-05:00	10.0	2436.9999999999995	2024-05-22 12:35:00-05:00	2431.7999999999997	2024-05-22 13:20:00-05:00	Stop Loss
82	L	2024-05-22 22:50:00-05:00	12.0	2418.7999999999997	2024-05-23 00:30:00-05:00	2414.6	2024-05-23 00:35:00-05:00	Stop Loss
83	L	2024-05-23 11:00:00-05:00	9.0	2394.7999999999997	2024-05-23 11:05:00-05:00	2389.3999999999996	2024-05-23 11:40:00-05:00	Stop Loss
84	L	2024-05-27 08:15:00-05:00	16.0	2395.4999999999995	2024-05-28 01:05:00-05:00	2392.2999999999997	2024-05-28 01:20:00-05:00	Stop Loss
85	S	2024-05-28 09:00:00-05:00	-16.0	2408.6	2024-05-28 10:40:00-05:00	2402.2000000000003	2024-05-28 12:00:00-05:00	Profit Target
86	L	2024-05-29 04:40:00-05:00	17.0	2389.9999999999995	2024-05-29 05:10:00-05:00	2387.1	2024-05-29 06:50:00-05:00	Stop Loss
87	L	2024-05-29 08:20:00-05:00	10.0	2387.3999999999996	2024-05-29 08:40:00-05:00	2382.2999999999997	2024-05-29 11:15:00-05:00	Stop Loss
88	L	2024-05-29 22:15:00-05:00	11.0	2377.7	2024-05-29 22:20:00-05:00	2373.2	2024-05-30 00:30:00-05:00	Stop Loss
89	L	2024-05-31 11:15:00-05:00	19.0	2375.2999999999997	2024-05-31 12:15:00-05:00	2372.6	2024-05-31 12:20:00-05:00	Stop Loss
90	S	2024-06-03 04:25:00-05:00	-12.0	2368.9999999999995	2024-06-03 04:30:00-05:00	2373.2999999999997	2024-06-03 05:15:00-05:00	Stop Loss
91	S	2024-06-03 14:20:00-05:00	-14.0	2395.7999999999997	2024-06-03 17:00:00-05:00	2388.7999999999997	2024-06-03 20:40:00-05:00	Profit Target
92	L	2024-06-05 03:10:00-05:00	9.0	2377.2	2024-06-05 03:15:00-05:00	2388.3999999999996	2024-06-05 08:20:00-05:00	Profit Target
93	S	2024-06-06 11:20:00-05:00	-24.0	2419.4999999999995	2024-06-06 17:00:00-05:00	2421.6	2024-06-06 19:45:00-05:00	Stop Loss
94	L	2024-06-07 02:05:00-05:00	21.0	2418.1	2024-06-07 02:25:00-05:00	2415.7	2024-06-07 02:35:00-05:00	Stop Loss
95	L	2024-06-07 06:30:00-05:00	13.0	2376.7	2024-06-07 06:35:00-05:00	2372.7999999999997	2024-06-07 07:25:00-05:00	Stop Loss
96	S	2024-06-17 20:15:00-05:00	-23.0	2362.7	2024-06-17 21:35:00-05:00	2358.3	2024-06-18 00:10:00-05:00	Profit Target
97	S	2024-06-18 14:05:00-05:00	-26.0	2370.1	2024-06-18 22:05:00-05:00	2366.3000000000006	2024-06-18 22:55:00-05:00	Profit Target
98	L	2024-06-19 05:15:00-05:00	56.0	2366.7999999999997	2024-06-19 05:30:00-05:00	2365.8999999999996	2024-06-19 05:50:00-05:00	Stop Loss
99	S	2024-06-19 21:30:00-05:00	-28.0	2372.9999999999995	2024-06-19 23:10:00-05:00	2374.7999999999997	2024-06-19 23:20:00-05:00	Stop Loss
100	L	2024-06-20 04:35:00-05:00	23.0	2371.2	2024-06-20 04:40:00-05:00	2375.6000000000004	2024-06-20 05:40:00-05:00	Profit Target
101	L	2024-06-23 22:15:00-05:00	20.0	2358.2999999999997	2024-06-24 01:15:00-05:00	2363.2999999999997	2024-06-24 02:25:00-05:00	Profit Target
102	L	2024-06-26 03:25:00-05:00	28.0	2346.8999999999996	2024-06-26 05:15:00-05:00	2345.1	2024-06-26 05:20:00-05:00	Stop Loss
103	L	2024-06-26 10:05:00-05:00	14.0	2332.1	2024-06-26 14:10:00-05:00	2333.6	2024-06-26 15:55:00-05:00	EOD
104	S	2024-06-26 20:40:00-05:00	-45.0	2333.7	2024-06-26 21:10:00-05:00	2334.7999999999997	2024-06-26 23:05:00-05:00	Stop Loss
105	S	2024-06-28 06:35:00-05:00	-36.0	2369.9999999999995	2024-06-28 07:30:00-05:00	2371.3999999999996	2024-06-28 07:30:00-05:00	Stop Loss
106	L	2024-06-30 19:35:00-05:00	50.0	2357.1	2024-06-30 23:30:00-05:00	2356.1	2024-06-30 23:30:00-05:00	Stop Loss
107	S	2024-07-01 02:55:00-05:00	-28.0	2360.7999999999997	2024-07-01 04:05:00-05:00	2362.6	2024-07-01 04:10:00-05:00	Stop Loss
108	L	2024-07-01 11:15:00-05:00	14.0	2356.4999999999995	2024-07-02 02:20:00-05:00	2363.6999999999994	2024-07-02 02:55:00-05:00	Profit Target
109	S	2024-07-02 04:20:00-05:00	-19.0	2362.9999999999995	2024-07-02 08:35:00-05:00	2365.6	2024-07-02 08:40:00-05:00	Stop Loss
110	L	2024-07-02 10:10:00-05:00	11.0	2360.1	2024-07-02 10:25:00-05:00	2355.7	2024-07-02 11:05:00-05:00	Stop Loss
111	L	2024-07-02 12:10:00-05:00	38.0	2355.9999999999995	2024-07-02 12:15:00-05:00	2354.7	2024-07-02 12:20:00-05:00	Stop Loss
112	L	2024-07-02 12:25:00-05:00	28.0	2356.4999999999995	2024-07-02 12:30:00-05:00	2360.099999999999	2024-07-02 13:15:00-05:00	Profit Target
113	S	2024-07-04 06:50:00-05:00	-50.0	2391.2	2024-07-04 07:00:00-05:00	2392.2	2024-07-04 07:10:00-05:00	Stop Loss
114	S	2024-07-05 14:30:00-05:00	-24.0	2423.2	2024-07-05 14:40:00-05:00	2423.6	2024-07-05 15:55:00-05:00	EOD
115	L	2024-07-09 09:30:00-05:00	9.0	2392.7999999999997	2024-07-09 09:35:00-05:00	2387.1	2024-07-09 09:55:00-05:00	Stop Loss
116	S	2024-07-11 01:10:00-05:00	-38.0	2410.8999999999996	2024-07-11 01:55:00-05:00	2408.2999999999993	2024-07-11 02:15:00-05:00	Profit Target
117	S	2024-07-11 08:40:00-05:00	-10.0	2437.3999999999996	2024-07-11 09:00:00-05:00	2442.4999999999995	2024-07-11 09:50:00-05:00	Stop Loss
118	S	2024-07-12 04:20:00-05:00	-38.0	2436.1	2024-07-12 09:05:00-05:00	2437.3999999999996	2024-07-12 09:10:00-05:00	Stop Loss
119	S	2024-07-12 13:20:00-05:00	-56.0	2446.1	2024-07-14 19:00:00-05:00	2446.9999999999995	2024-07-14 19:00:00-05:00	Stop Loss
120	S	2024-07-15 04:20:00-05:00	-100.0	2440.4	2024-07-15 05:00:00-05:00	2439.4	2024-07-15 05:00:00-05:00	Profit Target
121	S	2024-07-15 11:55:00-05:00	-7.0	2462.0	2024-07-16 01:55:00-05:00	2468.8	2024-07-16 04:25:00-05:00	Stop Loss
122	S	2024-07-16 13:25:00-05:00	-62.0	2494.6	2024-07-16 13:45:00-05:00	2492.9999999999995	2024-07-16 14:20:00-05:00	Profit Target
123	L	2024-07-22 03:25:00-05:00	21.0	2427.1	2024-07-22 03:45:00-05:00	2431.9	2024-07-22 05:35:00-05:00	Profit Target
124	L	2024-07-22 10:00:00-05:00	18.0	2411.8	2024-07-22 10:20:00-05:00	2417.4000000000005	2024-07-22 11:40:00-05:00	Profit Target
125	S	2024-07-30 10:20:00-05:00	-16.0	2413.6	2024-07-30 11:35:00-05:00	2416.8	2024-07-30 11:45:00-05:00	Stop Loss
126	L	2024-07-30 18:25:00-05:00	100.0	2430.3	2024-07-30 19:10:00-05:00	2429.8	2024-07-30 19:10:00-05:00	Stop Loss
127	L	2024-07-31 10:35:00-05:00	13.0	2444.3	2024-07-31 10:40:00-05:00	2451.9000000000005	2024-07-31 13:40:00-05:00	Profit Target
128	S	2024-07-31 15:45:00-05:00	-22.0	2470.3	2024-07-31 17:00:00-05:00	2465.7000000000007	2024-07-31 18:25:00-05:00	Profit Target
129	S	2024-08-02 09:25:00-05:00	-4.0	2483.1	2024-08-02 09:30:00-05:00	2458.4999999999995	2024-08-02 09:35:00-05:00	Profit Target
130	L	2024-08-02 10:50:00-05:00	5.0	2440.6	2024-08-04 19:15:00-05:00	2460.1999999999994	2024-08-04 20:40:00-05:00	Profit Target
131	L	2024-08-05 19:20:00-05:00	29.0	2425.4	2024-08-05 21:50:00-05:00	2428.8000000000006	2024-08-05 22:25:00-05:00	Profit Target
132	L	2024-08-06 00:15:00-05:00	42.0	2427.9	2024-08-06 00:30:00-05:00	2426.7	2024-08-06 00:30:00-05:00	Stop Loss
133	L	2024-08-07 11:40:00-05:00	25.0	2412.0	2024-08-07 12:15:00-05:00	2410.0	2024-08-07 12:25:00-05:00	Stop Loss
134	S	2024-08-08 07:40:00-05:00	-18.0	2430.2	2024-08-08 08:40:00-05:00	2433.0	2024-08-08 09:10:00-05:00	Stop Loss
